game,resolution,mode,comparison_type,comparison_name,frames,ssim_mean,ssim_std,ssim_min,ssim_max,ssim_median,mse_mean,mse_std,mse_min,mse_max,mse_median,psnr_mean,psnr_std,psnr_min,psnr_max,psnr_median,lpips_mean,lpips_std,lpips_min,lpips_max,lpips_median,flip_mean,flip_std,flip_min,flip_max,flip_median,optical_flow_consistency_mean,optical_flow_consistency_std,optical_flow_consistency_min,optical_flow_consistency_max,optical_flow_consistency_median
cod_mw2_extreme,1440p,Quality,dlss_mode,1440p_DLAA_vs_Quality,354,0.7286035082918607,0.13156926216360398,0.05770149454474449,0.9992828369140625,0.7252969145774841,852.9496614852194,2076.4830266788063,4.0662312507629395,27816.521484375,533.6120910644531,21.00625786994009,4.276024978729618,3.6877754127210416,42.038882870886596,20.858547595745165,0.26684768664082353,0.11570181781772061,0.00031998567283153534,0.8696823716163635,0.2488803118467331,10.065184919468765,7.367228679744951,0.02229943498969078,89.58363342285156,8.620882511138916,200.82816113342366,1008.3398525613635,4.4420105826503686e-05,16303.902347565669,43.43150329735235
cod_mw2_extreme,4K,Performance,dlss_mode,4K_DLAA_vs_Performance,354,0.7275173425000939,0.13481326524877416,0.042205482721328735,0.9882607460021973,0.7182704210281372,1000.0767253724869,1499.3957416210403,171.4589080810547,26148.716796875,723.3456115722656,19.318146135356113,2.8909832115546608,3.9562997939349294,25.78920307229456,19.537356266437982,0.3225747184843709,0.11308429465365183,0.01550617441534996,0.8487923741340637,0.3137960731983185,11.61757943354084,5.860788350179084,1.2229336500167847,86.13753509521484,10.48476266860962,216.3063079803339,821.863976165484,3.213363858650675e-05,13024.389389032127,57.884460517600175
cod_mw2_extreme,1080p,Consistency,consistency,1080p_DLAA_Consistency,354,0.777307623084424,0.12545301061026765,0.008861296810209751,0.9997843503952026,0.7838422656059265,594.8705045675154,1344.0613678498808,1.1686588525772095,22156.8203125,324.95928955078125,23.297172943391494,5.275441578657657,4.675729252003935,47.45392607675157,23.012519320871196,0.1985385261891756,0.1192012293027904,9.511264215689152e-05,0.9778019785881042,0.17704324424266815,7.688149299049003,5.7548475758372994,0.0088784946128726,78.17884063720703,6.345710039138794,171.63312700206723,721.8647560896195,9.772771480953679e-11,11198.596357345376,24.094818125179415
cod_mw2_extreme,1080p,Performance,dlss_mode,1080p_DLAA_vs_Performance,354,0.7266109899780845,0.12557560194161552,0.32642194628715515,0.9991495609283447,0.7069499790668488,752.6322269197237,831.3883698753133,4.276338577270508,7956.4560546875,517.6893615722656,21.267883498498094,4.50301856495501,9.123606924540018,41.82008277890777,20.990129388579042,0.2600989687381645,0.11995097881871998,0.00021372942137531936,0.5741701722145081,0.24632063508033752,9.482006389547749,4.963137124799769,0.023583289235830307,45.32408905029297,8.16893196105957,185.0019028546976,610.5996956664713,0.0009020938095456732,9608.953247070334,43.3541641256447
cod_mw2_extreme,4K,Balanced,dlss_mode,4K_DLAA_vs_Balanced,355,0.7196223639266591,0.13768020974667985,0.3318977952003479,0.9883908629417419,0.7118677496910095,1046.9549824889277,797.5729609730131,133.06915283203125,5664.3330078125,800.7298583984375,18.941152521622634,2.9811680503949325,10.599315831346285,26.890029688604223,19.09594337661218,0.341267079345777,0.11367657431813662,0.0156545452773571,0.625676691532135,0.32953518629074097,12.254777179637426,4.872197864939471,1.2182753086090088,34.47465133666992,11.51486873626709,202.94081641595278,344.0725821108881,8.571727211048596e-05,2659.6704101450564,74.81127933068353
cod_mw2_extreme,4K,Consistency,consistency,4K_DLAA_Consistency,355,0.7859107532499122,0.12979785128660723,0.010057894513010979,0.9884084463119507,0.7936308979988098,725.6981115744147,1450.1049274272966,37.514198303222656,18491.365234375,428.6279296875,21.53024251373416,3.6463524938025147,5.461113841669663,32.388846910681806,21.809998943161744,0.2150320262635048,0.11316744629199947,0.015104290097951889,0.7927849888801575,0.19304122030735016,8.848992441069912,6.728260896391754,1.2165963649749756,68.50019073486328,7.3371992111206055,146.805639327896,603.8287243233916,7.58574820962643e-05,7802.740226744437,30.684448223323216
cod_mw2_extreme,1440p,Performance,dlss_mode,1440p_DLAA_vs_Performance,354,0.7263640465351653,0.13032669543915607,0.0555938296020031,0.9992178678512573,0.7274858057498932,785.918008420427,1509.8645198214542,4.378180503845215,26622.6171875,540.3790893554688,20.91795927282219,4.059848162028248,3.8782961347763028,41.71786698152228,20.803818534758285,0.2705571521466564,0.11181005971219862,0.0005806772387586534,0.8980277180671692,0.257357656955719,9.883517841471749,5.851123238772034,0.023802993819117546,86.69099426269531,8.835137367248535,172.766037397792,667.8614094278342,4.4421440742681284e-05,8751.047607375333,45.53302001542309
cod_mw2_extreme,4K,Quality,dlss_mode,4K_DLAA_vs_Quality,355,0.7861032868774844,0.11881594389970068,0.06999966502189636,0.9902198314666748,0.8011694550514221,632.9907748155191,1026.0305749823153,100.02045440673828,15521.7529296875,398.1493835449219,21.75106391196266,3.2775631270126264,6.221395946737502,28.129915375919673,22.130343132236852,0.21849604146686238,0.11256802296891452,0.015555202960968018,0.7805560231208801,0.18752646446228027,8.385639266229012,5.445811486933501,1.2223823070526123,66.72307586669922,7.309505939483643,146.91574321669538,581.9506890466045,8.571670007806453e-05,7835.630367284101,29.37927245553101
cod_mw2_extreme,4K,Ultra_Performance,dlss_mode,4K_DLAA_vs_Ultra_Performance,355,0.7134469765592629,0.14547170036709492,0.025471627712249756,0.988263726234436,0.7104367017745972,1235.0599098742848,1507.2849876608118,171.20547485351562,18288.951171875,875.8216552734375,18.3879071857741,2.903294048132311,5.508915604394888,25.79562712322025,18.706646816588833,0.35368163479938053,0.11622509657294486,0.015598846599459648,0.7888740301132202,0.34131520986557007,13.486158609390259,6.738276048940426,1.2221357822418213,68.20663452148438,11.992338180541992,229.99113740285657,657.4817459863433,8.571652241329275e-05,8463.501586860417,77.65132140258282
cod_mw2_extreme,1080p,Ultra_Performance,dlss_mode,1080p_DLAA_vs_Ultra_Performance,354,0.7002063855097371,0.14150444258310083,0.015128931030631065,0.999273955821991,0.6782906949520111,951.0109287547526,1430.907862727539,3.637615203857422,21993.181640625,617.557373046875,20.194105377890644,4.29359354343909,4.707922998101983,42.52263604480188,20.22403104329866,0.3012074636680858,0.1253152679920984,0.00020864546240773052,0.9749844670295715,0.28302499651908875,10.9779647382313,6.126345645519217,0.021201087161898613,77.99395751953125,9.642749309539795,249.59855683523057,829.5084491910608,0.00011617447559197913,11197.89429855338,67.83734130626749
