game,resolution,mode,config_name,ssim,psnr,lpips,flip,fps_norm,ssim_norm,lpips_norm,efficiency_score
tomb_raider_highest_scene_1,4K,Quality,4K_Quality,0.8500800837619671,24.869313335164325,0.2473285623605815,4.241091600592205,0.4,0.8776894238556686,0.7584792191655653,0.6508505929063702
tomb_raider_highest_scene_1,4K,Ultra_Performance,4K_Ultra_Performance,0.8582841749013213,25.30740503998512,0.2334687738868705,3.9873320729900694,1.0,0.8927177757868383,0.7834680389229183,0.9028557444129269
watch_dogs_legion_very_high,1080p,Balanced,1080p_Balanced,0.8113334300972167,24.8561907395922,0.1350495372357822,5.255153407028743,0.6,0.8067128418628395,0.9609152322906405,0.770288422246044
watch_dogs_legion_very_high,1080p,Performance,1080p_Performance,0.6234398902030218,20.20618095284034,0.240817986073948,9.341831027212598,0.8,0.4625272160379275,0.7702176102421515,0.6898234478840237
watch_dogs_legion_very_high,1080p,Quality,1080p_Quality,0.6763789934203738,21.39242016204242,0.194800321431387,7.785552776086898,0.4,0.55950169627676,0.8531862016884377,0.5838063693895593
watch_dogs_legion_very_high,1080p,Ultra_Performance,1080p_Ultra_Performance,0.7558031805356343,23.551292223933302,0.1448936151322864,6.178653533799308,1.0,0.7049918688675499,0.9431666289335489,0.8944475493403297
watch_dogs_legion_very_high,1440p,Balanced,1440p_Balanced,0.6288474744842166,20.210977184920544,0.2410400805870692,9.127401481242408,0.6,0.47243289337559474,0.7698171799060025,0.6126750219844791
watch_dogs_legion_very_high,1440p,Performance,1440p_Performance,0.7040391288484846,22.289555022538902,0.1811198650229545,7.1909407478854765,0.8,0.6101698620268284,0.8778516906341801,0.7664064657983026
watch_dogs_legion_very_high,1440p,Quality,1440p_Quality,0.7376762995833442,23.147559068033587,0.1594740986469246,6.283624222420511,0.4,0.6717868322902897,0.9168784157177814,0.6365995744024213
watch_dogs_legion_very_high,1440p,Ultra_Performance,1440p_Ultra_Performance,0.6792951425484248,21.728913948628513,0.1878537378708521,7.744643345617113,1.0,0.5648435330062305,0.8657107019615015,0.8291662704903195
watch_dogs_legion_very_high,4K,Balanced,4K_Balanced,0.7937513106209891,24.151146808155648,0.1506163901516369,5.396288121087211,0.6,0.7745057058502792,0.9328486220071314,0.7522062983572231
watch_dogs_legion_very_high,4K,Performance,4K_Performance,0.6290876572472709,19.84700511366562,0.2739780842690241,9.583297929479963,0.8,0.4728728630236238,0.7104308596359197,0.674991116797863
watch_dogs_legion_very_high,4K,Quality,4K_Quality,0.6564612615676153,20.866164619853578,0.2290654717598642,8.384255347365425,0.4,0.5230161576754073,0.7914070722925574,0.5543269689903895
watch_dogs_legion_very_high,4K,Ultra_Performance,4K_Ultra_Performance,0.6176599697839646,19.345195531560133,0.3226119801260176,10.372803668408167,1.0,0.45193948892516134,0.6227452748253393,0.7224054291251502
